product_id,product_type,protein_pct,carbs_g,fat_g,moisture_pct,bcaa_g,leucine_g,solubility_index,denaturation_pct,odor_score,flavor_score,lead_ppm,cadmium_ppm,quality_label
WPB2908,concentrate,56.92,1.31,3.49,4.02,11.33,4.28,40.41601504,25.9531179,2.434891475,3.791887768,0.0066,0.0029,Low
WPB2909,isolate,85.53,6.61,7.4,4.5,18.4,6.85,93.45786134,3.550293846,10,7.50424085,0.0017,0.0047,High
WPB2910,concentrate,75.83,5.84,1.9,5.37,15.06,5.66,70.71317039,9.234789185,5.341614121,4.305382732,0.0084,0.001,Medium
WPB2911,isolate,95.13,2.64,1.82,4.26,22.64,8,92.127727,6.560623327,8.323776109,9.803113949,0.0007,0.0025,High
WPB2912,concentrate,87.44,0,1.42,3.52,18.7,6.54,94.46671538,7.409783332,8.759462664,7.017074577,0.0012,0.0019,High
WPB2913,blend,46.88,5.33,5.75,2.76,9.62,3.52,42.09781966,40.42932386,3.126929145,3.022547712,0.01,0.0025,Low
WPB2914,isolate,67.73,4.81,0,3.78,14.12,5.89,67.42180204,15.78803728,5.676355728,5.798301722,0.0015,0.0026,Medium
WPB2915,isolate,88.99,7.26,2.15,2.41,17.14,7.04,85.22453175,9.327322362,8.916221025,8.739747588,0.0032,0.0068,High
WPB2916,isolate,69.02,5.79,4.02,3.51,14.71,5.64,47.73493601,26.31740617,4.309568399,5.217099349,0.0107,0.0002,Low
WPB2917,isolate,48.69,1.68,2.28,4.74,9.33,3.6,49.33884828,35.18693955,5.797198183,3.168639408,0.0069,0.0026,Low
WPB2918,isolate,64.23,1.34,2.89,3.95,14.92,5.83,80.73265081,12.59498009,6.129876818,6.466367126,0.002,0.0051,Medium
WPB2919,isolate,93.12,11.41,3.85,4.21,19.32,7,97.53916051,5.350300738,7.265491477,8.988946464,0.003,0.0027,High
WPB2920,blend,72.61,4.95,3.86,5.26,14.53,5.91,47.73215334,18.92503364,4.910530279,4.151895665,0.0255,0.0016,Low
WPB2921,blend,60.3,4.2,3.89,3.91,13.26,4.82,51.25775445,50.61231739,4.759060472,3.477050265,0.0124,0.001,Low
WPB2922,concentrate,77.15,4.13,4.15,4.16,17.74,6.67,77.99763284,12.13264973,5.194788872,4.536292212,0.0035,0.0114,Medium
WPB2923,isolate,88.2,6.1,3.91,2.9,22.15,8.14,92.05733879,5.840578079,8.062277719,9.392089188,0.0004,0.0005,High
WPB2924,concentrate,90.04,5.92,5.76,3.45,20.43,7.5,96.29216767,6.652386632,8.257323807,9.301809654,0.0191,0.0012,High
WPB2925,concentrate,59.44,0.87,1.07,4.27,12.9,5.3,54.89054317,32.74591857,3.384208775,5.287609259,0.0185,0.0015,Low
WPB2926,blend,76.41,1.27,3.28,3.74,16.53,6.22,77.2845813,13.28789126,5.989822098,5.992281201,0.0031,0.0019,Medium
WPB2927,concentrate,70.24,9.72,0.22,6.3,15.19,5.37,73.24852235,9.361483085,4.108275404,5.853310794,0.0072,0.0023,Medium
WPB2928,blend,56.94,6.06,0.8,3.17,12.67,4.86,49.00300554,41.31382713,2.986485329,3.498864265,0.0026,0.0047,Low
WPB2929,concentrate,87.7,2.89,3.82,3.14,19.21,6.77,94.35427588,3.717961443,9.987086972,10,0.0056,0.0045,High
WPB2930,isolate,49.39,0.62,2.74,3.4,9.74,3.47,43.20001046,35.48087606,2.191237732,4.061448367,0.0008,0.0004,Low
WPB2931,concentrate,88.83,2.72,3.1,3.68,20.35,7.71,91.72110032,4.318300104,7.400010493,7.831013734,0.0007,0.0033,High
WPB2932,blend,86.54,0.76,5.44,3.54,17.72,6.78,87.16940938,7.29112832,8.022366348,10,0.0021,0.0066,High
WPB2933,blend,75.34,2.7,4.4,4.49,18.65,7.2,64.56164099,19.46052123,6.85217571,4.016142635,0.0006,0.0001,Medium
WPB2934,blend,77.28,6.34,1.73,2.79,15.97,6.58,63.60650406,11.61877259,5.740786752,6.082701578,0.0241,0.0035,Medium
WPB2935,concentrate,77.99,8.21,2.38,6.12,16.48,5.92,60.96507691,12.3415218,6.6144977,5.601154145,0.0078,0.0018,Medium
WPB2936,concentrate,51.77,4.34,4.37,2.84,10.61,3.66,48.34500187,28.35422051,3.949740939,5.657168225,0.0135,0.0019,Low
WPB2937,blend,58.15,2.67,0,4.11,14.92,5.59,59.61565252,25.53091029,3.976142586,3.118869877,0.0033,0.014,Low
WPB2938,isolate,90.05,3.37,1.25,3.09,20.4,8.18,92.44402757,6.660860244,8.762519206,7.614872571,0.0014,0.0003,High
WPB2939,isolate,90.92,2.51,3.22,4.87,15.04,5.48,99.3441121,3.489573145,8.744941822,7.167821668,0.0132,0.0002,High
WPB2940,concentrate,88.91,0,3.64,3.14,15.27,5.93,89.19910133,3.517108612,6.99443947,8.424195013,0.0008,0.0069,High
WPB2941,concentrate,89.82,3.28,3.93,4.29,18.93,7.84,80.19621468,1.816474759,9.535225249,8.29843945,0.0066,0.0019,High
WPB2942,blend,86.74,5.47,4.71,3.53,21.78,8.85,89.2612694,5.834783259,10,8.313207066,0.0187,0.0011,High
WPB2943,concentrate,73.04,6.36,5.79,2.87,15.53,5.83,51.79478335,22.45727606,3.544221747,1.771901165,0.0169,0.0027,Low
WPB2944,concentrate,74.68,10.8,3.35,3.27,14.63,5.93,58.59100292,23.8460245,6.251182464,4.398021459,0.0248,0.0014,Medium
WPB2945,blend,91.36,5.22,1.27,3.11,19.35,7.35,80.18979847,7.132282878,8.799081595,8.497338407,0.0189,0.0021,High
WPB2946,blend,72.57,7.14,2.85,5.12,17.21,6.9,65.38302397,15.21898204,7.224881181,5.812926998,0.0024,0.0024,Medium
WPB2947,concentrate,89.12,3.69,1.56,4.53,18.06,7.12,86.55879861,4.043990495,6.509187903,10,0.0102,0.0035,High
WPB2948,isolate,76.69,4.72,2.17,5.79,15.51,6.09,77.7935917,17.13399363,5.538040229,5.110010243,0.0265,0.0007,Medium
WPB2949,concentrate,58.69,6.16,3.35,3.4,11.33,4.71,41.08500946,25.80975386,4.284838005,4.199598046,0.0029,0.0048,Low
WPB2950,isolate,85.46,6.02,6.92,4.28,21.53,8.24,88.26029004,4.867166243,6.881970635,7.118472995,0.0045,0.0057,High
WPB2951,isolate,57.73,10.03,3.23,5.16,11.64,4.44,45.09305513,27.37450836,3.025652743,4.225159757,0.0196,0.0006,Low
WPB2952,isolate,72.59,6.15,0.27,4.33,17.73,6.47,73.09202257,23.87368793,3.618428308,6.865094044,0.0052,0.002,Medium
WPB2953,blend,79.1,11.77,0.86,1.39,18.08,6.42,74.41959072,22.77474892,5.589977885,5.334050149,0.0075,0.0012,Medium
WPB2954,blend,48.85,3.83,6.54,3.36,11.15,4.54,57.29592376,25.74460067,3.569315103,2.71630382,0.0213,0.0008,Low
WPB2955,blend,88.92,0,6.33,4.34,20.66,7.51,88.8876981,0.167477943,8.686783014,10,0.0094,0.0012,High
WPB2956,concentrate,54.8,10.42,0.27,3.1,13.62,5.34,51.11801774,18.63661877,3.881627104,5.306401212,0.0148,0.0037,Low
WPB2957,blend,67.98,3.67,6.63,4.43,15.2,5.68,32.93824228,35.12395639,4.78258071,2.659476456,0.0091,0.0118,Low
WPB2958,blend,91.35,6.33,4.8,2.03,17.7,7.15,92.25595064,0,8.442951058,8.163699193,0.0258,0.0063,High
WPB2959,concentrate,81.86,10.42,0,2.57,15.85,6.36,69.96882867,18.94678858,6.338722914,7.615579369,0.0064,0.0001,Medium
WPB2960,concentrate,85.69,2.65,3.62,4.5,20.86,8.3,97.38192731,7.793316266,8.162238216,10,0.0113,0.0003,High
WPB2961,isolate,52.32,5.12,0.66,3.52,11.94,4.17,44.19286816,13.20028512,3.673573415,4.729980466,0.0065,0.0016,Low
WPB2962,concentrate,54.97,5.81,0.63,6.17,12.39,4.96,52.96463268,38.55067191,3.482919271,4.016095263,0.0021,0.0076,Low
WPB2963,concentrate,80.72,6.43,2.99,3.17,15.68,5.82,69.30688079,11.6037238,5.928446754,4.716037468,0.0139,0.0001,Medium
WPB2964,blend,89.13,13.96,1.69,4.02,19.91,8.16,84.39518012,2.166551582,9.630592059,8.218489991,0.0081,0.0018,High
WPB2965,isolate,49.76,5.45,1.97,3.87,11.32,4.38,23.64499378,30.38111072,2.754009937,3.444726174,0.0002,0.0173,Low
WPB2966,isolate,85.88,3.66,6.63,3.63,21.94,7.74,89.07415172,0.368218312,8.654596569,8.562263929,0.0025,0.0012,High
WPB2967,concentrate,91.58,8.38,2.26,2.59,19.8,7.35,94.83546004,0.771066508,9.044877584,10,0.0142,0.0085,High
WPB2968,blend,57.86,1.11,1.79,3.27,13.49,5.56,25.75400715,28.55682114,5.369558345,5.999836173,0.0004,0.0053,Low
WPB2969,blend,75.26,11.29,2.1,3.54,14.84,5.97,66.81061102,14.37134534,6.203984406,6.103223932,0.0023,0.0001,Medium
WPB2970,blend,74.85,5.15,6.78,5.52,15.54,5.92,76.35189933,3.992974727,6.876011845,5.774608849,0.0022,0.0009,Medium
WPB2971,blend,79.48,2.83,4.5,3.85,16.31,5.57,67.19184895,26.78555563,4.90908838,5.507652419,0.003,0.0006,Medium
WPB2972,concentrate,69.73,4.61,3.26,3.15,14.6,5.72,68.56249681,17.3724998,7.221909634,5.136735519,0.0069,0.0014,Medium
WPB2973,blend,55.36,0,4.07,3.92,12.48,5.02,58.81162283,24.40163981,3.54712404,2.17395553,0.0259,0.0066,Low
WPB2974,isolate,75.56,0,0.93,3.31,21.55,7.43,70.28001714,9.37854012,6.420093102,5.87925624,0.0141,0.0002,Medium
WPB2975,isolate,68.77,3.88,8.14,4.73,13.76,4.75,69.99353949,19.00006269,5.699226268,5.009397859,0.0054,0.0006,Medium
WPB2976,concentrate,73.96,7,2.54,4.65,16.69,6.14,64.28293923,23.33591694,6.534915029,6.330134813,0.0061,0.0002,Medium
WPB2977,blend,71.01,0.68,6.67,4.88,15.41,5.58,43.85426688,31.22822229,4.24038817,2.704076416,0.0011,0.008,Low
WPB2978,blend,85.49,3.49,4.16,3.87,19.4,6.71,84.61505453,2.890156393,9.500908197,6.99030905,0.0103,0.0004,High
WPB2979,blend,88.38,6.77,3.08,3.17,15.12,6.06,93.29095564,6.285516185,8.908932619,9.673966472,0.0158,0.0037,High
WPB2980,blend,81.77,6.82,3.45,3.95,17.92,6.59,94.93845566,8.137778306,7.495394858,7.614480983,0.0154,0.0015,High
WPB2981,concentrate,54.03,3.2,2.99,3.62,12.52,4.51,45.60271649,8.212258988,2.755744609,2.666333083,0.0107,0.0031,Low
WPB2982,blend,47.48,7.09,4.61,7.22,10.05,4.08,50.96523194,18.52997281,4.13036825,1.490218154,0.0083,0.0018,Low
WPB2983,concentrate,73.24,4.36,3.28,4.72,15.91,6.04,65.92744529,11.91401239,5.270657096,6.437650633,0.0003,0.0003,Medium
WPB2984,blend,77.13,5.26,1.88,3.27,18.94,6.72,60.28938862,24.40754328,6.196564962,5.564695013,0.0281,0.0002,Medium
WPB2985,blend,84.62,3.81,3.64,4.82,18.42,6.48,87.91581837,6.525853184,7.443344221,8.09823557,0.0132,0.0011,High
WPB2986,isolate,56.69,6.96,4.01,4.28,12.39,4.22,44.21052085,22.35234958,3.809795577,2.839654242,0.0023,0.0003,Low
WPB2987,concentrate,71.1,5.34,3.26,2.9,16.53,5.95,67.32539578,9.925555993,5.642580067,8.085676149,0.0009,0.0028,Medium
WPB2988,isolate,83.99,3.35,0.63,3.6,20.02,7.33,96.51251005,0.361501831,8.718668125,9.795086634,0.002,0.0001,High
WPB2989,concentrate,79.91,5.85,0.24,4.38,13.69,5.49,64.97608387,19.17783064,6.936432689,6.065191868,0.013,0.0013,Medium
WPB2990,blend,85.12,8.85,3.06,3.84,19.31,7.74,91.82316697,12.52838666,9.379751148,9.194301651,0.0141,0.0031,High
WPB2991,blend,72.88,0,0.95,5,16.32,5.99,68.46513866,10.33028095,6.643675859,5.4945994,0.0409,0.0016,Medium
WPB2992,concentrate,86.29,5.75,5.01,4.68,16.22,6.53,92.13828615,5.377140293,9.127836673,8.836251271,0.0291,0.0012,High
WPB2993,isolate,56.52,1.71,1.51,5.39,12.67,4.31,49.04166135,30.60959735,4.241205451,3.47663865,0.0073,0.0019,Low
WPB2994,concentrate,88.1,1.11,4.33,4.65,19.84,8.04,92.35424302,6.791490522,6.915212584,7.99896178,0.0042,0.0012,High
WPB2995,concentrate,53.84,0,1.36,2.06,10.95,4.45,40.90908308,27.1518156,4.378325421,3.197226384,0.0023,0.0052,Low
WPB2996,blend,71.46,5.83,4.3,4.72,15.5,5.47,64.62843098,17.88831896,5.188908738,5.994737786,0.0023,0.0002,Medium
WPB2997,isolate,87.2,6.32,2.73,5.59,20.8,7.44,88.19661419,0,8.388747948,8.118375156,0.0018,0.002,High
WPB2998,concentrate,88.88,8.45,4.93,4.72,19.88,7.07,92.08427888,2.807329623,8.176198907,6.733170467,0.0081,0.0019,High
WPB2999,isolate,75.59,3.74,3.37,5.03,18.12,6.61,80.79369985,16.36512194,7.280652714,6.423652404,0.0003,0.0011,Medium
WPB3000,isolate,80.61,10,2.49,4.76,14.69,6.05,62.92331346,13.92229611,6.113918352,6.121534071,0.0036,0.0026,Medium
WPB3001,concentrate,60.34,5.42,3.64,4.86,13.6,4.91,51.31783924,28.98674391,2.120638789,1.192810257,0.005,0.0071,Low
WPB3002,isolate,91.32,2.28,0.57,5.16,18.25,6.45,97.43342154,3.568183779,9.445107639,8.36916036,0.0017,0.0001,High
WPB3003,blend,81.77,5.47,5.91,1.9,15.64,5.99,72.8922645,28.18859646,7.27810251,5.582325968,0.0182,0.0005,Medium
WPB3004,blend,88.56,0,2.04,5,20.14,7.46,93.39928432,2.57205795,8.587073668,8.702612352,0.0023,0.0014,High
WPB3005,blend,79.27,5.74,2.8,4.74,17.36,7.21,73.05476558,19.05599449,8.088657754,5.736333078,0.013,0.0041,Medium
WPB3006,blend,76.68,3.98,1.93,2.33,16.83,6.07,69.71898236,21.6849229,6.970100734,5.154020352,0.02,0.0086,Medium
WPB3007,isolate,81.63,9.99,4.46,5.47,15.95,6.63,68.22412778,5.30098839,5.303627667,6.507006989,0.0074,0.0007,Medium
WPB3008,blend,82.74,1.96,3.95,4.83,18.26,6.4,85.90424765,5.580070889,9.535442749,8.807061252,0.0111,0.0012,High
WPB3009,concentrate,73.42,0,5.86,4,16.43,6.13,79.10470754,11.74474863,5.328298861,6.587314746,0.0045,0.0029,Medium
WPB3010,blend,77.05,2.81,1.14,4.71,13.84,5.23,67.04839784,11.50782109,6.216793364,7.420863782,0.0214,0.0022,Medium
WPB3011,concentrate,58.99,3.97,2,4.32,13.42,5.29,51.49918845,30.79594041,4.64723789,3.914992192,0.0007,0.002,Low
WPB3012,concentrate,54.88,0,2.02,4.32,11.46,4.44,54.49279132,38.73851606,4.314773072,1,0.0104,0.0012,Low
WPB3013,blend,66.69,1,4.93,4,17.24,7.09,70.50043305,24.97311885,4.62341805,7.100380229,0.0045,0.0024,Medium
WPB3014,blend,87.47,6.63,3.78,2.91,20.7,7.87,84.45685715,6.56724778,9.425597545,9.384195302,0.0106,0.0033,High
WPB3015,isolate,90.45,4.63,0.43,2.83,18.16,6.82,97.80488646,8.279572231,7.652799767,8.435532075,0.0121,0.009,High
WPB3016,concentrate,87.05,10.5,5.35,4.33,15.33,5.37,91.3363915,0,9.11655637,9.19902481,0.0101,0.0002,High
WPB3017,blend,75.46,3.36,2.08,5.51,13.86,4.8,76.07389104,9.703359634,5.045411722,6.596138766,0.0246,0.0013,Medium
WPB3018,isolate,68.42,11.98,2.08,5.23,16.3,5.78,33.2866904,31.71370488,3.946261523,6.366254453,0.0115,0.0019,Low
WPB3019,blend,87.44,3.55,3.64,3.71,22.04,7.83,90.86605085,3.325335411,7.981134085,8.469847923,0.0091,0.0025,High
WPB3020,blend,74.21,2.17,4.41,4.47,15.32,6.24,68.54120127,13.33070592,6.641698668,8.253917073,0.0016,0.0032,Medium
WPB3021,blend,88.58,1.95,4.09,4.81,18.57,7.15,89.08004628,4.829410109,9.245252084,6.694465698,0.0034,0.0002,High
WPB3022,concentrate,56.66,0,1.6,5.39,11.49,4.7,52.25161964,33.24274517,4.479370993,3.762965387,0.0004,0.0032,Low
WPB3023,blend,75.67,8.45,3.28,4.96,13.34,5.5,69.48470825,2.505632125,6.258572936,5.030013596,0.005,0.003,Medium
WPB3024,isolate,57.75,1.42,6.01,5.7,14.99,5.21,37.9676849,32.12962941,4.477507505,4.217717779,0.0012,0.0014,Low
WPB3025,blend,69.05,9.97,2.83,3.73,14.05,5.33,68.77198262,13.57350867,6.029944023,6.764170846,0.0149,0.0051,Medium
WPB3026,blend,54.15,7.09,4.58,3.92,13.86,5.19,51.91535054,28.5818805,3.635055241,4.334200024,0.0043,0.0003,Low
WPB3027,isolate,46.4,6.26,0.49,5.06,10.31,3.87,51.81345837,38.26828224,4.558299972,2.658164274,0.0117,0.0035,Low
WPB3028,isolate,75.28,6.19,4.62,3.78,17.82,6.94,74.80758195,19.63204305,5.530028301,6.103039775,0.0206,0.0011,Medium
WPB3029,concentrate,78.02,5.94,2.17,4.23,19.59,8.21,72.45717913,10.68162214,7.725172422,6.138727311,0.0094,0.0038,Medium
WPB3030,concentrate,54.03,2.2,2.13,3.22,9.72,3.31,38.39913549,31.61077807,4.409676903,4.298610735,0.0026,0.0006,Low
WPB3031,concentrate,85.16,6.49,2.74,6.43,19.3,7.86,83.34750286,8.563960108,9.940806525,7.00358533,0.0015,0.0033,High
WPB3032,concentrate,86.71,2.79,1.89,3.19,17.58,7.09,83.68683599,5.83219725,8.157017659,8.319647675,0.0055,0.0028,High
WPB3033,isolate,84.01,5.86,3.2,2.73,15.79,6.21,73.66543289,10.56905602,5.838468673,6.535398889,0.0002,0.0001,Medium
WPB3034,blend,92.35,5.5,3.02,3.92,20.09,6.89,94.39049605,3.47675088,7.941906511,6.999559717,0.0024,0.0011,High
WPB3035,blend,51.2,4.57,0,4.64,12.61,5,36.24587651,15.94131574,3.856362075,3.363390421,0.0002,0.0031,Low
WPB3036,blend,72.26,4.99,1.72,3.42,16.68,6.01,74.04194626,13.86940458,7.097950817,6.895197896,0.0094,0.0017,Medium
WPB3037,concentrate,87.67,4.65,5.08,3.91,20.05,7.42,92.89006593,6.465616492,7.508050639,9.309017163,0.0118,0.0074,High
WPB3038,isolate,81.2,5.66,1.75,5.33,17.29,6.94,72.25627312,18.31593602,6.805054705,3.368266735,0.0126,0.0003,Medium
WPB3039,isolate,42.74,6.89,2.32,4.11,9.17,3.21,60.08925056,17.32489681,3.55484616,3.27429041,0.0087,0.001,Low
WPB3040,isolate,72.22,0,4.85,4.14,16.46,6.06,78.98927205,16.20220431,5.225341933,5.335010579,0.0056,0.0065,Medium
WPB3041,blend,89.23,3.88,7.87,4.58,19.67,6.74,80.65338477,3.352926921,8.671349288,8.833078326,0.0043,0.0003,High
WPB3042,concentrate,57.07,2.5,0,5.94,12.18,4.17,42.11274916,29.41280522,3.85983389,4.51825877,0.0033,0.0037,Low
WPB3043,isolate,72.86,8.62,2.32,2.62,14.22,5.78,62.39864681,12.85439374,5.382726039,5.335677626,0.0194,0.0015,Medium
WPB3044,concentrate,87.24,6.8,4.77,4.79,18.87,7.85,93.4982625,7.373607071,7.291217648,7.14656006,0.0099,0.0002,High
WPB3045,isolate,57.32,1.63,4.19,5.14,13.87,5,51.68985767,23.2488623,3.517198303,2.020071499,0.0062,0.0023,Low
WPB3046,concentrate,52.13,12.25,1.34,5.43,10.6,4.14,42.64633623,33.54544835,3.923223407,1.164772756,0.0066,0.0108,Low
WPB3047,isolate,69.68,1.37,3.4,4.46,14.78,6.17,69.39559423,21.15994825,6.09076018,6.549752321,0.0022,0.0043,Medium
WPB3048,concentrate,87.44,2.88,1.64,3.29,16.33,6.29,85.72348165,8.195300001,7.633151169,8.157335378,0.0004,0.0023,High
WPB3049,isolate,75.95,4.71,1.33,3.1,14.86,6,78.08229373,19.29561251,4.87880031,5.984397291,0.004,0.0021,Medium
WPB3050,isolate,64.38,0,0.11,4.59,14.37,5.48,79.59783099,9.419001042,5.231808685,8.020010031,0.0002,0.0054,Medium
WPB3051,concentrate,76.96,6.01,0.4,4.64,16.62,6.43,66.51907071,11.05603314,4.520638916,6.12951352,0.0013,0.0036,Medium
WPB3052,concentrate,61.82,4.61,3.19,3.29,14.72,5.65,34.2035853,35.30719231,4.174951152,1.381417369,0.0017,0.0008,Low
WPB3053,blend,86.93,5.46,3.26,3.59,18.76,7.76,91.84616614,2.72415816,8.306068748,8.169408104,0.0133,0.0027,High
WPB3054,concentrate,73.3,1.38,0.54,3.54,16.15,6.54,79.55566896,18.69620944,5.238018133,5.908891209,0.0016,0.0021,Medium
WPB3055,isolate,71.31,6.09,1.8,3.05,15.48,6.23,80.08452561,14.92434085,6.22872065,9.01660052,0.0028,0.001,Medium
WPB3056,isolate,87.54,5.47,3.2,4.05,20.39,7.15,84.31205399,7.642665361,7.606314556,8.098694318,0.0023,0.004,High
WPB3057,concentrate,72.21,2.7,4.26,3.84,14.27,5.26,68.18018864,18.4108778,7.411240382,5.390865456,0.0014,0.0094,Medium
WPB3058,blend,82.24,1.83,6.51,4.21,18.7,7.75,59.3393187,12.00211037,5.485092158,5.690239827,0.0191,0.0063,Medium
WPB3059,concentrate,75.62,3.99,5.02,4.08,14.62,5.26,78.88184918,14.29877548,6.364758728,6.328608591,0.0019,0.0026,Medium
WPB3060,isolate,64.26,2.64,5.91,3.91,13.16,5.4,68.82688478,5.98579871,5.532563655,5.917172663,0.0094,0.0042,Medium
WPB3061,isolate,77.85,4.13,5.8,2.07,14.03,5.49,66.74225889,16.52366953,6.69377508,5.781676557,0.0006,0.0027,Medium
WPB3062,blend,83.6,8.51,0.19,5.51,18.56,7.2,71.42640751,10.61278257,6.842391251,5.69868181,0.009,0.0023,Medium
WPB3063,concentrate,58.56,4.96,4.48,2.27,14.4,5.07,41.16397683,31.19642066,4.358328788,2.460077353,0.0058,0.0002,Low
WPB3064,isolate,91.57,5.17,0.23,3.57,21.73,8.96,98.49967259,6.422210126,9.330916833,9.393228766,0.0121,0.0024,High
WPB3065,isolate,59.74,2.85,4.51,3.34,13.43,5.04,46.40324908,22.47108692,1.973384163,3.063407366,0.0056,0.0039,Low
WPB3066,isolate,90.97,9.67,2.76,5.88,19.21,6.54,96.93724665,2.197740068,9.088242215,7.604062238,0.0076,0.0025,High
WPB3067,concentrate,90.83,2.99,4.63,2.8,19.22,6.56,94.94986183,1.07230009,8.102238656,7.306062785,0.0147,0.0028,High
WPB3068,concentrate,79.77,3.36,2.93,5.21,18.24,6.35,88.55435577,16.40533619,5.843374178,6.314405529,0.0101,0.0004,Medium
WPB3069,blend,88.95,6.42,4.71,4.01,18.65,7.65,86.92764342,9.442538561,9.711923377,8.553952251,0.0059,0.0003,High
WPB3070,isolate,42.99,1.83,3.31,1.98,10.16,3.86,53.7405281,28.48958065,5.951137845,2.976372316,0.0186,0.0019,Low
WPB3071,isolate,47.37,5.61,4.82,2.79,8.98,3.37,53.09170391,30.25158596,1.938909613,4.120701429,0.0162,0.0001,Low
WPB3072,blend,84.79,3.12,0.61,3.34,18.44,7.74,86.21665956,4.398307843,9.179212575,8.289974851,0.0251,0.0058,High
WPB3073,isolate,62.37,10.33,1.72,4.58,12.38,4.27,83.57937862,18.57112738,6.048611623,7.00606906,0.0033,0.0001,Medium
WPB3074,blend,72.83,2.24,0.76,3.7,15.06,5.48,56.94286763,20.98657443,5.202429453,6.132797305,0.0023,0.0002,Medium
WPB3075,blend,64.91,3.43,2.11,5.45,15.41,5.59,33.60671716,26.43212844,4.002247221,2.667150138,0.0048,0.0041,Low
WPB3076,isolate,67.82,3.55,3.04,5.58,15.37,5.75,72.56562509,5.638872113,7.72805164,8.372281623,0.042,0.0011,Medium
WPB3077,concentrate,60.1,5.5,3,3.8,13.44,5.01,39.72852631,24.72492278,2.877952869,5.690556387,0.0038,0.0025,Low
WPB3078,concentrate,77.65,5.56,0,3.28,15.72,6.38,65.03661729,19.1883937,4.945354133,6.973966359,0.0273,0.0001,Medium
WPB3079,concentrate,56.61,2.03,3.39,4.95,12.71,4.66,49.93545187,41.69618234,3.743824996,3.853978909,0.0094,0.001,Low
WPB3080,concentrate,80.91,4.3,5.36,1.8,17.26,5.95,68.11164819,17.2665521,5.944753289,7.302737204,0.0021,0.0024,Medium
WPB3081,isolate,87.88,5.59,3.85,5.34,20.09,7.79,90.33671602,3.486406086,8.401787252,8.067914832,0.0147,0.0007,High
WPB3082,blend,65.65,7.82,0.39,3.74,11.53,4.68,45.79509012,31.6699353,4.033455017,4.155193013,0.0001,0.0031,Low
WPB3083,blend,74,2.85,4.09,6.1,16.93,6.13,71.10648706,16.79969548,7.09432924,4.562122961,0.0121,0.0042,Medium
WPB3084,isolate,76.72,0,4.23,4.41,16.3,5.64,59.83493899,10.64739592,5.841893168,4.647394933,0.0179,0.0013,Medium
WPB3085,concentrate,87.58,5.54,1.26,3.67,18.19,6.38,99.06739028,5.21740531,8.949686793,9.252360083,0.0092,0.001,High
WPB3086,blend,85.23,2.61,3.93,3.52,21.28,8.83,90.60757188,0,8.475413262,10,0.0132,0.0033,High
WPB3087,isolate,45.57,7.58,4.63,4.17,10.88,4.16,38.37252654,34.26744939,3.511982202,4.258901928,0.0139,0.0034,Low
WPB3088,isolate,77.88,1.59,2.45,4.96,17.51,6.56,73.81549888,18.74628303,6.177844784,6.441205737,0.0024,0.0007,Medium
WPB3089,concentrate,81.74,2.61,1.74,2.82,18.88,6.69,59.36807054,7.842260349,5.043538725,5.920272342,0.0053,0.0006,Medium
WPB3090,isolate,88.73,7.93,5.28,4.89,18.07,6.51,85.04896279,6.813211719,7.450498541,7.731541997,0.0049,0.0106,High
WPB3091,blend,77.57,0,5,3.3,16.16,6.63,64.28944435,13.12294761,5.58011461,6.233480457,0.0035,0.0038,Medium
WPB3092,blend,83.34,2.77,0,4.59,20.36,8.15,81.07928983,1.641003838,8.398834893,9.53228366,0.0038,0.0008,High
WPB3093,isolate,57.7,6.39,2.34,5.53,14.07,4.84,49.26291781,41.20624866,3.546414519,3.487661547,0.0122,0.0032,Low
WPB3094,blend,81.76,0,2.35,4.67,19.33,7.43,90.31606981,1.87404681,7.672465908,8.599869725,0.0035,0.0008,High
WPB3095,isolate,46.63,0.15,1.45,3.21,10.59,3.99,43.25919201,15.13601735,3.240203864,4.561618181,0.0167,0.0052,Low
WPB3096,blend,81.67,4.23,5.14,5.72,19.93,8.02,79.31310091,15.31359522,4.990162131,5.978257276,0.0244,0.0029,Medium
WPB3097,concentrate,75.07,3.42,3.68,4.8,16.19,6.15,72.87701771,11.65013595,6.74476954,5.165411509,0.0203,0.0012,Medium
WPB3098,blend,55.74,1.91,2.57,2.59,13.18,4.53,49.34661148,39.78218126,5.344163086,3.43260015,0.0188,0.0016,Low
WPB3099,concentrate,77.77,3.35,2.75,4.82,18.55,6.93,72.68340435,3.443331898,7.307635475,5.851409272,0.009,0.0087,Medium
WPB3100,concentrate,90.39,9.03,3.2,3.57,18.09,7.51,87.82992707,2.930068758,9.939574384,9.791943877,0.0042,0.0026,High
WPB3101,isolate,87.19,8.05,3.78,4.43,15.63,6.27,84.30159625,0.74265568,7.777887224,9.794842452,0.0124,0.0025,High
WPB3102,concentrate,76.46,3.79,2.15,2.9,17.87,7.44,68.37334804,17.78460008,5.658700515,5.09405117,0.0007,0.0009,Medium
WPB3103,blend,54.51,2.07,1.79,2.04,11.82,4.37,35.03844991,53.29860037,3.655783089,3.13511106,0.0068,0.0014,Low
WPB3104,blend,83.4,11.96,3.9,3.96,20.59,7.12,81.98449857,6.205386899,8.050833308,7.832471454,0.0133,0.006,High
WPB3105,concentrate,86.94,7.83,2.84,4.74,18.55,7.29,85.44626636,9.154502257,8.63421416,8.8914651,0.0079,0.0024,High
